,ID,Recency,Frequency,Wines,Fruits,Meat,Fish,Sweets,Gold
1329,158,3,21,345,53,528,98,75,97
1330,4832,84,15,6,5,17,3,24,46
1331,5621,8,26,73,57,100,71,15,0
1332,1945,4,25,711,36,217,172,96,168
1333,5147,57,28,774,70,118,182,187,93
1334,2535,24,29,163,0,480,0,126,75
1335,11039,51,18,82,33,54,71,30,41
1336,9495,29,18,358,108,413,141,97,32
1337,9635,13,14,66,2,40,4,3,14
1338,2173,23,11,13,6,7,0,3,3
1339,942,36,23,139,13,78,20,13,36
1340,9386,88,19,274,0,21,4,6,15
1341,5510,2,21,262,6,61,0,10,102
1342,873,3,36,1099,0,45,0,0,34
1343,2253,15,12,32,0,8,23,4,18
1344,5181,58,13,2,4,2,0,11,5
1345,979,11,14,6,10,21,19,14,42
1346,10390,27,11,6,7,4,3,4,6
1347,4698,32,21,135,46,92,65,61,11
1348,7793,12,30,641,7,84,0,30,38
1349,1745,88,21,714,76,395,116,0,12
1350,10590,91,25,794,73,573,0,29,14
1351,5080,12,19,420,0,452,182,64,140
1352,8369,21,12,1,2,7,4,3,11
1353,5232,23,15,86,12,75,33,15,6
1354,2407,10,24,823,25,459,124,29,95
1355,3834,35,28,231,161,215,171,30,53
1356,7912,69,16,8,15,27,0,20,33
1357,7712,68,23,182,17,259,77,70,29
1358,1065,85,21,557,129,984,193,37,18
1359,7275,34,16,79,1,31,4,4,12
1360,1343,55,29,368,24,68,38,0,88
1361,1384,10,15,6,4,14,8,8,22
1362,9967,30,30,160,15,196,15,11,50
1363,6181,36,33,488,21,238,56,108,28
1364,10507,14,23,691,7,69,0,7,23
1365,2674,79,19,543,10,205,160,143,82
1366,2698,52,23,254,7,108,20,0,26
1367,3231,97,13,5,4,10,2,2,7
1368,4096,24,19,112,19,21,16,14,5
1369,10476,0,13,134,11,59,15,2,30
1370,5948,96,17,143,6,52,11,8,17
1371,9140,89,14,51,4,24,4,7,1
1372,10258,94,14,27,0,5,0,0,3
1373,5675,98,28,459,0,24,6,0,4
1374,4743,72,34,689,8,167,11,8,88
1375,8805,1,25,283,10,38,0,13,27
1376,1542,26,25,347,0,35,4,3,7
1377,6770,5,13,5,13,14,0,5,31
1378,8773,22,22,280,0,18,0,0,24
1380,10420,56,17,95,14,64,2,9,38
1381,7514,74,18,84,10,34,11,10,28
1384,793,24,15,18,3,17,3,0,4
1385,10909,9,21,992,24,694,51,19,119
1387,8702,10,13,9,1,7,0,3,2
1388,4791,35,13,19,1,17,2,0,2
1389,2963,56,24,709,93,374,104,80,80
1390,8216,7,22,158,0,76,13,7,71
1391,8140,51,14,10,14,29,4,2,36
1392,10146,17,12,25,1,13,0,0,3
1393,5289,30,10,8,4,12,15,4,29
1394,2587,21,12,14,0,6,0,0,0
1395,4405,2,28,622,7,115,30,0,15
1396,8663,85,10,11,0,3,0,0,1
1397,2589,65,14,25,3,16,8,5,2
1398,3421,64,28,635,15,100,20,7,131
1399,10490,11,21,100,64,79,65,0,109
1400,4094,92,21,201,2,43,3,5,35
1401,9958,54,26,642,14,49,0,7,57
1402,2534,4,17,97,1,41,6,2,41
1403,4188,53,22,204,5,39,17,0,89
1404,6613,39,34,513,7,133,46,14,14
1405,10827,49,20,88,3,21,4,1,29
1406,5491,70,23,172,12,112,8,0,15
1407,8402,40,26,329,35,222,130,35,43
1408,8783,40,21,296,13,104,11,13,17
1409,10010,43,20,100,2,16,2,1,31
1410,618,17,26,422,7,238,69,46,15
1411,9121,40,22,1218,16,272,104,0,80
1412,361,84,11,5,1,7,2,1,4
1413,4310,25,22,507,93,520,242,40,26
1414,2678,62,20,52,12,50,4,36,55
1415,6376,83,23,191,56,139,51,8,100
1416,524,47,14,2,23,11,8,6,46
1417,10341,45,12,68,28,39,16,30,41
1418,5654,34,13,20,4,10,6,4,17
1419,4098,3,15,20,3,16,0,4,1
1420,5824,1,10,7,0,1,0,0,0
1421,7000,18,24,279,172,74,38,8,246
1422,2561,45,31,977,12,253,16,12,101
1423,5229,81,12,30,1,8,0,0,3
1424,4086,77,13,6,1,7,23,4,19
1425,2428,23,16,3,18,26,11,8,12
1426,8254,48,12,14,0,2,0,0,7
1427,2836,61,12,10,1,7,0,0,1
1428,8418,60,14,7,10,17,8,6,13
1429,1362,75,21,33,87,64,175,16,74
1430,7152,64,12,12,0,13,2,0,10
1431,10033,54,11,2,3,10,11,2,10
1432,9349,84,25,693,21,118,110,147,42
1433,274,75,13,9,3,15,2,3,2
1434,3388,16,24,129,26,67,3,67,2
1435,922,79,14,16,2,11,3,0,16
1436,8588,92,21,201,2,43,3,5,35
1437,2518,16,11,5,4,5,4,2,10
1438,574,96,9,14,36,11,3,26,35
1439,3220,30,17,29,12,59,19,1,36
1440,5967,60,17,26,2,19,10,5,8
1441,1183,11,10,9,1,4,3,2,3
1442,6856,75,18,14,0,23,4,5,19
1443,4530,36,26,972,19,595,180,26,138
1444,1553,71,27,966,168,672,246,105,126
1445,4682,88,14,99,27,102,28,48,6
1446,8204,93,20,482,35,553,72,160,17
1447,5221,93,34,714,8,99,11,0,47
1448,1232,54,19,587,54,348,71,54,130
1449,1927,41,19,399,27,159,58,8,39
1450,5788,46,17,56,10,92,19,7,25
1451,6652,28,18,227,151,573,98,54,31
1452,6246,40,24,703,102,601,0,58,43
1453,5975,82,13,37,0,17,0,0,3
1454,6875,38,25,167,13,180,86,13,70
1455,4399,3,18,458,81,356,106,50,40
1456,4042,87,19,91,3,52,2,1,31
1457,2157,49,16,15,8,16,11,5,22
1458,10133,16,27,1302,68,731,89,114,45
1459,2525,65,24,153,64,123,116,64,14
1460,8233,9,26,508,5,21,7,5,10
1461,9483,24,28,290,59,177,77,5,29
1462,2945,25,12,38,0,2,0,0,6
1463,10403,43,16,2,13,6,7,5,11
1464,5074,10,12,30,0,10,2,0,5
1465,10524,29,24,386,23,95,54,41,196
1466,4690,45,29,443,10,75,0,10,48
1467,7521,57,21,901,31,345,75,31,191
1468,7196,20,7,9,0,3,0,0,1
1469,4406,29,30,846,84,352,91,56,42
1470,9672,82,14,8,3,9,19,4,22
1471,4864,68,20,72,7,58,13,1,24
1472,4706,65,10,29,0,5,0,1,5
1473,4070,99,25,169,24,553,188,0,144
1474,25,9,25,460,35,422,33,12,153
1475,3697,20,16,69,8,26,12,7,12
1476,217,78,27,556,14,717,210,0,43
1477,4220,26,10,73,0,13,0,1,0
1478,5286,68,13,112,1,54,7,7,36
1479,9559,79,32,944,0,60,0,0,30
1480,2849,25,38,265,199,303,234,9,170
1481,7787,83,28,526,28,135,10,21,99
1482,3102,32,13,2,3,12,3,5,7
1483,5868,49,13,2,4,9,10,5,16
1484,8370,50,22,378,97,259,197,194,34
1485,9988,84,29,553,25,142,65,67,8
1486,2939,96,17,751,127,687,20,15,31
1487,5529,56,29,406,0,30,0,0,8
1488,9743,85,35,1449,89,161,69,35,107
1489,5763,63,24,123,17,171,39,0,30
1490,3478,17,35,267,42,309,55,42,21
1491,7494,11,23,209,0,40,3,2,15
1492,1763,62,33,1259,172,815,97,148,33
1493,7250,48,31,344,35,178,15,23,17
1494,2005,86,14,22,3,30,0,5,15
1495,10770,73,28,247,161,295,210,85,47
1496,6885,36,13,38,0,12,3,1,1
1497,2072,34,30,896,10,101,13,10,34
1498,9463,16,30,931,56,253,91,98,14
1499,6318,48,34,758,12,385,33,89,89
1500,4093,61,24,216,9,57,20,9,125
1501,5751,54,11,2,3,10,11,2,10
1502,3340,56,28,244,15,108,4,15,50
1503,3594,74,40,539,6,91,8,6,97
1504,3584,35,30,1181,26,120,17,13,39
1505,3643,65,16,750,8,125,11,8,26
1506,851,48,32,306,5,109,21,109,92
1507,7706,88,38,350,104,189,197,151,57
1508,3967,19,25,331,197,170,58,152,35
1509,10128,21,32,620,16,165,0,24,82
1510,486,27,19,434,137,400,45,137,45
1511,9,86,19,57,0,27,0,0,36
1512,9451,92,33,811,76,428,99,137,107
1513,9264,1,24,423,42,706,73,197,197
1514,3865,14,15,2,12,10,6,13,30
1515,2853,74,17,60,51,87,6,20,51
1516,1490,84,34,675,0,85,10,7,77
1517,6310,4,12,30,8,12,8,8,12
1518,10380,50,15,40,1,40,4,3,18
1519,3887,2,16,3,17,26,20,1,39
1520,4278,73,22,910,111,724,49,74,55
1521,8643,21,25,252,98,827,219,70,196
1522,1998,82,13,34,6,21,11,4,8
1523,10795,14,14,19,3,19,3,1,3
1524,11110,56,14,2,1,1,0,0,1
1525,2408,20,39,490,0,184,10,28,21
1526,202,54,18,332,194,377,149,125,57
1527,7998,77,16,53,8,17,13,0,21
1528,830,5,18,784,48,560,42,176,48
1529,3536,65,12,7,11,3,10,4,20
1530,6050,33,35,1171,43,219,19,14,47
1531,125,65,24,215,7,33,3,0,13
1532,3463,41,32,674,62,134,0,26,8
1533,2804,86,19,57,0,27,0,0,36
1534,3745,92,16,5,36,7,0,10,45
1535,9771,97,26,104,20,101,24,15,5
1536,451,91,13,9,0,7,2,0,4
1537,10530,0,17,431,82,441,80,20,102
1538,1079,59,27,1000,0,76,0,0,10
1539,8920,4,35,448,40,469,80,0,91
1540,6678,5,16,33,4,24,4,2,5
1541,3852,48,32,505,72,270,36,27,54
1542,528,99,23,267,38,701,149,165,63
1543,73,81,9,14,0,3,0,0,1
1544,5589,95,31,631,0,115,10,7,30
1545,10212,43,15,65,4,16,0,4,11
1546,6365,5,12,10,12,12,25,1,20
1547,5636,50,16,51,4,50,12,1,49
1548,591,76,27,293,35,179,46,59,65
1549,2217,46,10,11,1,2,2,1,6
1550,2544,68,8,50,1,27,6,7,1
1551,7725,33,17,173,26,255,35,71,81
1552,8091,50,22,423,184,368,13,97,21
1553,7321,85,16,292,30,415,63,33,200
1554,5462,63,38,757,80,217,29,80,11
1555,7791,89,13,12,1,6,0,1,5
1556,955,81,25,167,2,44,6,2,19
1557,4037,77,11,3,1,3,8,0,5
1558,6642,50,17,30,5,22,8,9,28
1559,2793,10,31,532,88,168,69,44,133
1560,5424,30,17,29,12,59,19,1,36
1561,879,66,28,411,0,26,0,0,21
1562,9530,16,12,5,3,4,4,1,0
1563,4828,12,22,71,99,278,185,121,38
1564,10699,30,16,46,0,40,3,0,3
1565,1497,8,21,268,11,88,15,3,22
1566,7476,93,27,928,63,254,0,12,12
1567,4390,14,25,459,15,171,142,23,31
1568,10478,53,32,483,0,108,0,6,36
1569,1081,26,29,733,9,180,12,19,66
1570,4261,23,29,1006,22,115,59,68,45
1571,9916,92,16,34,1,14,0,0,5
1572,5350,29,19,1156,120,915,94,144,96
1573,8135,41,12,7,4,23,7,0,11
1574,8685,56,28,244,15,108,4,15,50
1575,4967,19,23,233,0,23,0,0,12
1576,2130,4,14,35,3,67,10,8,24
1577,9298,89,19,1252,0,465,46,35,0
1578,8175,71,15,34,4,66,3,10,20
1579,6257,81,24,255,43,134,37,14,24
1580,3790,31,10,8,1,5,0,0,1
1581,9952,53,18,368,32,639,13,43,10
1582,3503,78,16,255,47,573,52,32,15
1583,5223,80,12,33,8,10,2,10,3
1584,4608,18,28,163,23,424,27,65,76
1585,1626,37,11,15,0,8,4,2,20
1586,4764,52,19,45,12,52,25,22,13
1587,2471,39,14,48,58,68,16,66,43
1588,5892,11,24,158,6,45,8,2,2
1589,2612,33,28,754,160,625,63,32,48
1590,4971,22,18,108,1,28,13,1,4
1591,5185,83,15,199,66,315,97,174,41
1592,10069,43,14,2,7,5,2,15,27
1593,2262,74,22,202,5,74,11,5,14
1594,1131,54,10,85,0,3,0,0,7
1595,1041,3,27,322,3,50,4,3,42
1596,24,96,19,18,2,19,0,2,6
1597,3409,68,24,141,8,129,3,11,47
1598,7022,2,27,739,107,309,140,80,35
1599,7943,40,8,18,0,6,3,3,5
1600,5272,64,27,378,0,88,19,4,73
1601,5453,26,26,1083,108,649,253,151,108
1602,2565,69,23,1016,12,215,16,12,63
1603,800,57,10,23,1,6,0,0,2
1604,11092,78,14,12,1,21,2,2,3
1605,5062,71,13,35,0,4,0,0,0
1606,8969,59,28,548,31,422,0,112,28
1607,4656,28,33,342,32,230,34,32,40
1608,4480,61,25,365,3,15,4,3,11
1609,9971,22,19,397,19,69,12,0,9
1610,6729,95,24,456,19,832,75,118,38
1611,1773,38,15,5,6,15,11,7,13
1612,9242,19,23,836,185,575,24,25,77
1613,1764,92,23,100,2,128,23,7,10
1614,6215,24,14,10,0,10,3,1,7
1615,10099,21,28,238,115,215,169,69,76
1616,5423,35,11,6,0,5,2,1,2
1617,940,9,17,158,11,99,15,11,17
1618,3011,23,15,86,12,75,33,15,6
1619,3298,92,39,856,0,76,12,9,199
1620,8286,55,15,98,1,17,0,1,5
1621,9668,14,17,4,16,20,0,17,20
1622,5120,78,22,398,96,447,220,96,32
1623,6097,64,33,313,8,104,6,4,126
1624,7019,49,17,109,18,16,24,26,18
1625,7408,8,19,216,2,6,0,0,9
1626,8041,35,30,595,71,153,120,112,41
1627,252,11,23,123,133,142,71,44,88
1628,9986,8,17,16,0,23,3,2,10
1629,3276,53,14,11,12,35,3,5,12
1630,3859,36,30,410,112,420,0,82,71
1631,3570,64,18,159,2,51,6,2,24
1632,3783,43,14,105,0,10,0,1,0
1633,10207,40,12,5,1,8,0,0,1
1634,10906,52,21,269,15,69,15,19,38
1635,3427,11,34,629,0,70,0,0,35
1636,5209,21,26,443,5,71,21,16,82
1637,10711,23,23,217,77,373,111,23,93
1638,10785,17,12,24,1,10,2,0,4
1639,2814,6,12,9,1,5,4,5,7
1640,6866,56,10,8,0,14,2,3,7
1641,1665,71,23,1459,0,61,0,15,215
1642,6575,51,34,230,48,214,13,32,75
1643,3829,94,10,1,3,6,10,0,9
1644,3091,27,25,340,21,134,258,14,56
1645,10141,1,8,7,1,6,0,3,3
1646,5177,56,22,298,7,68,4,0,19
1647,7005,71,23,479,35,179,28,7,85
1648,6409,18,26,267,140,599,34,12,127
1649,7485,48,14,67,4,32,17,2,16
1650,8079,86,12,3,1,8,23,2,18
1651,8395,48,28,980,37,265,35,163,31
1652,10352,2,18,50,4,28,6,3,26
1653,4931,13,29,1,0,1725,2,1,1
1654,13,57,12,19,0,5,0,0,8
1655,1834,77,13,30,5,23,4,1,4
1656,2285,0,22,213,9,76,4,3,30
1657,2295,57,25,539,30,92,80,46,38
1658,1378,24,29,284,16,160,84,16,134
1659,2781,55,19,1003,34,536,134,51,34
1660,1165,62,30,239,13,143,45,4,52
1661,1404,89,22,51,23,82,33,0,42
1662,6457,77,28,527,24,230,32,24,65
1663,2639,45,15,19,5,12,10,3,19
1664,8299,46,10,40,2,15,8,0,6
1665,6437,80,13,21,8,20,15,3,9
1666,6912,60,26,593,30,91,29,22,7
1667,7327,71,11,21,5,3,10,1,7
1668,5299,43,33,1181,107,199,39,30,30
1669,4127,97,40,1004,59,265,115,59,27
1670,8143,49,20,202,2,46,3,2,10
1671,1964,66,20,446,107,768,33,196,53
1672,3690,20,28,1184,102,673,52,40,40
1673,3433,54,24,390,22,323,104,35,107
1674,3389,61,39,726,53,363,123,107,161
1675,4712,18,11,8,8,22,24,11,9
1676,1170,45,22,50,15,110,39,15,15
1677,6347,26,13,1,1,4,11,9,10
1678,4065,0,23,308,0,73,0,0,23
1679,8230,28,13,22,2,31,7,4,5
1680,1215,49,26,690,117,499,76,102,88
1681,5939,84,16,43,5,28,7,6,33
1682,2156,38,15,27,0,10,0,0,4
1683,7788,53,7,6,0,3,0,0,1
1684,10323,88,18,205,7,41,3,2,46
1685,7947,99,10,24,0,8,0,1,4
1686,1891,12,18,667,50,850,21,83,83
1687,2570,35,33,691,7,61,10,0,46
1688,9256,5,33,493,26,206,116,80,80
1689,295,77,23,493,70,324,146,40,84
1690,7397,45,28,494,5,82,7,0,100
1691,6349,71,24,621,73,414,78,48,85
1692,10790,40,12,9,0,5,0,0,7
1693,10398,82,11,1,6,2,8,2,12
1694,2431,70,14,12,4,19,12,6,14
1695,550,87,23,243,131,217,85,6,26
1696,1890,95,11,11,1,4,2,0,7
1697,10742,72,12,532,21,127,26,20,20
1698,10356,5,12,29,0,2,0,0,1
1699,4676,86,30,612,91,520,258,107,107
1700,8852,80,34,387,126,342,0,45,180
1701,3565,62,16,56,0,14,0,0,2
1702,5294,49,17,6,8,19,16,4,4
1703,1958,85,30,582,0,65,0,0,13
1704,7349,7,19,6,17,16,6,16,42
1705,8799,6,18,70,6,69,2,3,3
1706,1351,25,38,962,12,194,16,24,12
1707,1045,55,20,112,10,107,30,0,20
1708,7732,81,25,293,0,124,179,97,52
1709,8070,98,15,199,12,31,3,12,7
1710,477,31,23,1060,61,835,80,20,101
1711,7832,30,27,940,44,396,0,88,58
1712,2202,98,11,44,2,11,2,3,7
1713,7396,92,29,342,51,936,207,35,26
1714,4055,41,14,2,10,11,12,9,20
1715,10340,68,26,75,12,141,43,39,187
1716,10091,78,22,520,20,367,39,81,40
1717,7629,46,14,5,3,9,6,2,6
1718,10640,71,21,87,5,71,7,12,29
1719,3498,6,31,462,61,184,10,53,107
1720,6742,82,12,2,2,1,3,1,2
1721,1172,71,28,979,44,935,29,25,22
1722,569,32,21,704,129,853,120,74,111
1723,4686,28,26,861,31,558,62,95,79
1724,1381,20,25,172,3,115,16,0,18
1725,2634,10,15,5,7,31,15,4,7
1726,10905,7,24,194,2,56,0,0,0
1727,1744,67,11,9,7,13,3,2,20
1728,1000,48,32,505,72,270,36,27,54
1729,3828,61,32,533,10,217,198,174,195
1730,8605,36,13,48,0,14,0,0,6
1731,10304,77,13,6,1,7,23,4,19
1732,4351,90,12,18,2,10,0,0,25
1733,10129,35,22,482,147,509,104,107,107
1734,2499,38,22,204,97,97,21,118,26
1735,10092,46,31,1073,0,250,153,14,14
1736,7500,33,25,245,16,223,21,43,16
1737,5796,70,24,560,21,442,29,44,29
1738,10556,51,24,173,13,131,32,3,6
1739,1064,18,13,22,1,11,0,5,3
1740,48,97,16,136,1,12,0,3,32
1741,7610,32,27,275,0,86,10,23,66
1742,263,9,16,56,19,29,2,14,25
1743,10814,6,29,303,23,751,82,26,191
1744,9710,80,31,708,7,62,0,0,15
1745,9292,74,25,324,132,693,27,118,88
1746,10250,49,11,1,5,3,7,4,8
1747,7881,21,26,620,26,195,34,17,141
1748,5847,95,28,312,21,206,102,92,149
1749,737,56,17,1493,86,454,112,43,43
1750,3571,48,25,918,21,118,13,10,21
1751,7807,26,22,98,0,106,49,10,106
1752,3878,3,12,3,4,7,15,8,11
1753,5092,39,27,380,0,47,6,0,34
1754,2154,33,15,15,0,12,7,3,7
1755,5394,42,13,3,9,4,7,8,7
1756,3798,80,15,24,2,23,0,8,24
1757,3524,9,19,80,1,60,4,6,16
1758,5247,52,11,31,0,6,2,1,5
1759,5883,78,26,138,120,204,16,126,60
1760,2118,68,24,166,75,96,119,107,59
1761,8812,45,14,12,3,8,8,0,17
1762,6616,47,18,178,3,85,71,66,58
1763,2797,34,31,707,20,171,65,60,50
1764,4328,81,14,5,1,7,17,14,11
1765,9167,72,32,465,71,250,93,35,62
1766,10560,23,10,16,1,2,0,0,1
1767,2631,29,18,358,108,413,141,97,32
1768,8312,80,12,1,9,7,2,14,10
1769,5534,30,17,123,1,26,2,0,72
1770,5093,15,18,40,3,30,10,7,11
1771,7592,86,16,102,9,63,2,9,24
1772,8895,68,23,347,44,534,17,0,26
1773,8584,54,17,376,53,462,168,53,53
1774,2694,44,11,21,0,3,0,0,0
1775,8910,7,24,194,2,56,0,0,0
1776,7433,87,20,64,4,68,7,5,17
1777,164,59,21,206,0,46,3,2,12
1778,10477,16,14,71,0,18,0,0,13
1779,2681,1,20,71,22,112,138,89,29
1780,5150,64,13,0,4,7,11,10,15
1781,5283,72,15,93,1,21,0,4,25
1782,9645,98,30,920,138,168,36,46,30
1783,10678,91,32,653,17,170,34,26,17
1784,7261,8,25,199,33,60,8,3,15
1785,9648,20,22,153,4,56,0,9,31
1786,2870,6,26,376,0,38,11,8,69
1787,8008,54,13,46,0,30,12,1,30
1788,1513,72,37,600,21,128,223,150,128
1789,6173,46,27,425,115,292,23,35,79
1790,1419,11,14,18,6,15,12,8,17
1791,9150,21,11,52,0,9,0,0,1
1792,7960,89,27,734,22,350,151,25,100
1793,1250,82,13,34,6,21,11,4,8
1794,9905,69,20,135,1,41,10,1,67
1795,10691,55,11,11,0,10,0,2,20
1796,7002,13,17,163,48,90,0,45,52
1797,2952,80,14,29,3,30,3,2,9
1798,8439,97,19,734,26,70,11,44,17
1799,762,27,25,340,21,134,258,14,56
1800,2831,99,29,453,38,279,188,38,183
1801,6977,87,35,1073,0,629,145,37,37
1802,6289,85,15,135,0,10,0,4,36
1803,4168,30,30,231,7,137,4,15,39
1804,8397,82,13,18,0,5,0,0,11
1805,9284,21,32,620,16,165,0,24,82
1806,6237,92,25,81,4,33,5,2,291
1807,3130,95,15,12,4,2,10,6,10
1808,1619,2,18,292,51,981,224,23,17
1809,1990,74,20,965,34,586,89,86,37
1810,5513,49,14,27,2,10,0,0,1
1811,269,71,30,777,30,163,0,51,122
1812,8093,72,15,572,8,232,23,62,17
1813,10513,68,19,438,169,565,91,169,70
1814,10177,4,22,531,69,300,150,138,150
1815,2549,80,14,17,0,9,0,0,1
1816,5782,15,27,402,35,106,101,77,42
1817,10057,70,29,503,27,419,90,139,153
1818,10307,91,24,369,9,87,12,14,34
1819,8566,10,11,5,0,3,0,0,1
1820,2415,99,20,362,17,398,80,35,61
1821,5684,25,14,56,0,9,0,0,3
1822,8334,34,16,79,1,31,4,4,12
1823,9166,57,25,387,84,141,73,35,162
1824,1440,84,32,367,17,241,104,188,232
1825,78,51,13,15,0,11,0,2,9
1826,5441,97,20,267,6,54,8,3,50
1827,5302,13,18,298,27,697,216,24,166
1828,4687,92,25,674,92,736,39,0,92
1829,1087,30,19,16,14,36,37,22,48
1830,6859,30,18,37,4,24,16,9,9
1831,9860,11,19,159,0,22,2,1,31
1832,7129,72,37,686,17,142,23,26,35
1833,5866,39,19,97,3,66,12,7,34
1834,10521,0,16,63,6,57,13,13,22
1835,7393,15,14,56,5,24,4,0,3
1836,7849,12,26,209,19,456,160,142,66
1837,332,56,20,198,2,43,0,12,20
1838,9847,39,22,313,15,47,20,0,192
1839,531,55,39,941,14,397,76,58,176
1840,9576,60,20,86,4,56,2,4,7
1841,6906,73,20,167,48,602,63,72,72
1842,7419,90,13,8,3,19,0,2,3
1843,3170,86,17,389,66,408,37,57,85
1844,8527,37,26,239,7,119,4,15,11
1845,7872,7,28,179,21,273,0,21,63
1846,9931,29,34,5,0,1,1,1,1
1847,10595,19,13,2,6,28,13,4,16
1848,4609,14,24,383,0,53,6,4,40
1849,5010,72,14,2,8,8,6,1,9
1850,4427,56,34,536,27,590,38,107,67
1851,11148,85,12,2,1,4,3,1,2
1852,1168,62,23,322,53,899,34,40,53
1853,9595,1,17,539,169,816,20,0,30
1854,10163,28,24,712,50,420,65,38,38
1855,2886,70,38,1121,0,72,0,12,12
1856,6710,84,13,68,1,13,3,5,13
1857,5316,89,14,36,4,18,6,2,18
1858,9029,73,24,707,44,603,95,58,29
1859,521,42,25,174,77,203,6,24,97
1860,1459,16,17,666,35,124,69,8,26
1861,10241,16,10,0,0,0,6,2,6
1862,1630,56,19,162,50,100,55,30,27
1863,3254,65,16,407,70,239,103,88,53
1864,9064,10,24,823,25,459,124,29,95
1865,3678,13,36,488,23,71,15,0,59
1866,4227,78,14,28,0,13,4,2,8
1867,9467,51,11,3,2,10,3,0,2
1868,8486,27,27,284,0,52,8,3,20
1869,2186,30,24,938,142,754,159,81,183
1870,3286,71,13,13,2,15,2,2,8
1871,8602,97,30,412,172,153,150,105,57
1872,3722,83,13,31,1,8,0,0,8
1873,6715,3,31,502,19,132,0,6,26
1874,4796,71,7,18,10,3,3,5,0
1875,9612,3,12,1,8,6,4,8,16
1876,3766,15,30,100,71,243,108,94,219
1877,1399,52,21,407,114,445,181,165,203
1878,1570,8,30,664,9,240,50,19,57
1879,3426,89,34,1045,61,338,60,46,46
1880,3074,66,24,1218,107,304,23,143,33
1881,8341,22,13,15,0,6,0,1,12
1882,5180,56,17,128,0,16,0,1,4
1883,6461,74,25,581,49,157,43,8,108
1884,7679,48,9,6,3,12,6,1,0
1885,10702,67,24,185,8,133,56,56,12
1886,7505,24,9,22,1,9,0,0,14
1887,5113,67,18,584,100,835,65,83,35
1888,10858,38,30,355,30,177,90,138,30
1889,2961,86,21,175,10,110,54,6,27
1890,2747,90,23,864,134,768,150,38,172
1891,3010,87,21,957,153,612,99,95,153
1892,5790,62,15,25,6,16,20,0,5
1893,6892,23,36,641,7,56,0,0,28
1894,1743,99,12,273,86,208,177,14,43
1895,3578,29,18,122,21,43,25,10,15
1896,8462,52,11,1,4,10,29,0,36
1897,5558,90,16,1020,31,430,62,63,79
1898,4619,9,28,6,2,3,1,262,3
1899,8780,71,21,378,14,68,19,14,14
1900,10789,13,14,42,1,18,3,0,4
1901,10779,16,12,15,5,14,0,4,11
1902,5896,94,17,272,7,80,20,7,11
1903,2337,77,15,9,1,24,2,1,2
1904,10951,20,18,279,0,18,0,0,9
1905,544,51,15,398,61,265,138,61,53
1906,17,81,33,637,47,237,12,19,76
1907,10680,71,14,45,0,16,2,1,6
1908,3265,36,11,21,1,9,7,3,5
1909,5623,95,12,15,4,13,0,0,19
1910,5832,32,21,493,183,352,184,23,28
1911,5544,32,27,957,40,175,158,53,107
1912,6417,85,26,829,138,430,60,92,15
1913,5831,93,26,1017,50,500,65,50,133
1914,7101,24,39,953,0,71,0,0,174
1915,10176,44,31,159,0,120,0,0,137
1916,2326,15,12,32,0,8,23,4,18
1917,4385,82,14,23,0,15,0,2,7
1918,2929,27,15,18,42,24,15,20,18
1919,10686,72,11,15,0,4,0,0,2
1920,2546,7,9,23,4,5,10,5,23
1921,3283,57,25,200,193,100,46,185,185
1922,3138,84,26,1324,27,119,71,108,27
1923,4994,53,29,1193,33,281,129,66,33
1924,7966,48,35,505,137,401,104,22,22
1925,3112,2,10,2,4,9,0,4,5
1926,10872,65,28,1103,0,45,0,0,34
1927,2181,45,16,353,61,753,40,46,27
1928,1867,42,24,652,48,350,94,84,108
1929,1518,29,31,379,6,157,25,91,91
1930,5734,83,12,46,4,36,2,2,1
1931,2878,93,18,162,31,127,8,17,69
1932,1458,40,15,8,3,19,3,3,8
1933,7007,47,15,17,3,18,3,4,18
1934,6200,50,26,340,108,185,130,38,100
1935,1403,40,13,8,4,15,3,5,3
1936,4827,3,24,154,22,202,39,30,8
1937,6250,62,32,710,15,30,20,0,0
1938,9291,25,9,8,2,4,0,0,1
1939,2478,48,10,2,2,4,13,13,4
1940,1139,56,24,1050,14,322,0,14,112
1941,5138,68,13,19,1,14,3,2,4
1942,5393,64,12,22,0,6,6,2,6
1943,10413,67,24,274,83,216,151,141,224
1944,5015,94,16,68,6,38,3,6,41
1945,10868,82,22,344,45,654,104,11,114
1946,10676,3,22,145,193,459,205,26,145
1947,2495,24,23,217,38,350,111,85,15
1948,7842,54,17,18,7,34,10,2,3
1949,9955,20,16,69,8,26,12,7,12
1950,6663,96,14,144,0,7,0,0,6
1951,2162,19,21,256,34,103,90,29,49
1952,3434,60,20,483,72,567,94,12,108
1953,7919,2,31,1285,105,653,28,21,0
1954,5626,13,20,338,4,89,11,8,13
1955,6428,37,17,605,10,345,84,54,32
1956,8514,59,11,8,0,7,3,1,1
1957,10448,55,25,172,41,86,45,6,27
1958,2109,60,30,448,71,951,40,17,17
1959,7530,48,14,67,4,32,17,2,16
1960,8925,38,31,512,53,98,81,179,89
1961,3009,8,21,1462,16,128,0,0,160
1962,6355,19,12,20,0,14,7,3,1
1963,3517,32,19,50,4,44,10,10,43
1964,1158,27,15,102,1,15,2,0,24
1965,6203,58,29,499,149,815,173,49,49
1966,7165,59,27,381,35,172,56,86,93
1967,3595,29,31,631,43,239,128,76,21
