,ID,Recency_Cluster,Frequency_Cluster,Wines_Cluster,Fruits_Cluster,Meat_Cluster,Fish_Cluster,Sweets_Cluster,Gold_Cluster
1312,4686,0,1,2,0,2,1,1,1
1313,1381,0,1,0,0,0,0,0,0
1314,2634,0,0,0,0,0,0,0,0
1315,10905,0,1,0,0,0,0,0,0
1316,1064,0,0,0,0,0,0,0,0
1317,7610,0,2,1,0,0,0,0,1
1318,263,0,0,0,0,0,0,0,0
1319,10814,0,2,1,0,2,1,0,2
1320,7881,0,1,1,0,1,0,0,2
1321,7807,0,1,0,0,0,1,0,1
1322,3878,0,0,0,0,0,0,0,0
1323,3524,0,1,0,0,0,0,0,0
1324,10560,0,0,0,0,0,0,0,0
1325,2631,0,1,1,2,1,2,1,0
1326,5534,0,0,0,0,0,0,0,1
1327,5093,0,1,0,0,0,0,0,0
1328,8910,0,1,0,0,0,0,0,0
1329,10477,0,0,0,0,0,0,0,0
1330,2681,0,1,0,0,0,2,1,0
1331,7261,0,1,0,1,0,0,0,0
1332,9648,0,1,0,0,0,0,0,0
1333,2870,0,1,1,0,0,0,0,1
1334,1419,0,0,0,0,0,0,0,0
1335,9150,0,0,0,0,0,0,0,0
1336,7002,0,0,0,1,0,0,1,1
1337,762,0,1,1,0,0,2,0,1
1338,4168,0,2,0,0,0,0,0,0
1339,9284,0,2,1,0,0,0,0,1
1340,1619,0,1,1,1,2,2,0,0
1341,10177,0,1,1,1,1,2,2,2
1342,5782,0,2,1,1,0,1,1,0
1343,8566,0,0,0,0,0,0,0,0
1344,5684,0,0,0,0,0,0,0,0
1345,5302,0,1,1,0,2,2,0,2
1346,1087,0,1,0,0,0,0,0,0
1347,6859,0,1,0,0,0,0,0,0
1348,9860,0,1,0,0,0,0,0,0
1349,10521,0,0,0,0,0,0,0,0
1350,7393,0,0,0,0,0,0,0,0
1351,7849,0,1,0,0,1,2,2,1
1352,7872,0,2,0,0,1,0,0,1
1353,9931,0,2,0,0,0,0,0,0
1354,10595,0,0,0,0,0,0,0,0
1355,4609,0,1,1,0,0,0,0,0
1356,9595,0,0,1,2,2,0,0,0
1357,10163,0,1,1,1,1,1,1,0
1358,1459,0,0,1,1,0,1,0,0
1359,10241,0,0,0,0,0,0,0,0
1360,9064,0,1,2,0,1,1,0,1
1361,3678,0,2,1,0,0,0,0,1
1362,8486,0,2,1,0,0,0,0,0
1363,2186,0,1,2,2,2,2,1,2
1364,6715,0,2,1,0,0,0,0,0
1365,9612,0,0,0,0,0,0,0,0
1366,3766,0,2,0,1,1,1,1,2
1367,1570,0,2,1,0,1,1,0,1
1368,8341,0,0,0,0,0,0,0,0
1369,7505,0,0,0,0,0,0,0,0
1370,6892,0,2,1,0,0,0,0,0
1371,3578,0,1,0,0,0,0,0,0
1372,4619,0,2,0,0,0,0,2,0
1373,10789,0,0,0,0,0,0,0,0
1374,10779,0,0,0,0,0,0,0,0
1375,10951,0,1,1,0,0,0,0,0
1376,5832,0,1,1,2,1,2,0,0
1377,5544,0,2,2,1,0,2,1,1
1378,7101,0,2,2,0,0,0,0,2
1379,2326,0,0,0,0,0,0,0,0
1380,2929,0,0,0,1,0,0,0,0
1381,2546,0,0,0,0,0,0,0,0
1382,3112,0,0,0,0,0,0,0,0
1383,1518,0,2,1,0,0,0,1,1
1384,4827,0,1,0,0,1,0,0,0
1385,9291,0,0,0,0,0,0,0,0
1386,10676,0,1,0,2,1,2,0,2
1387,2495,0,1,0,1,1,1,1,0
1388,9955,0,0,0,0,0,0,0,0
1389,2162,0,1,0,1,0,1,0,1
1390,7919,0,2,2,2,2,0,0,0
1391,5626,0,1,1,0,0,0,0,0
1392,3009,0,1,2,0,0,0,0,2
1393,6355,0,0,0,0,0,0,0,0
1394,3517,0,1,0,0,0,0,0,0
1395,1158,0,0,0,0,0,0,0,0
1396,3595,0,2,1,1,1,1,1,0
1397,6281,0,1,1,0,1,0,1,0
1398,4338,0,0,0,0,0,0,0,0
1399,2452,0,1,0,1,0,0,0,0
1400,9507,0,1,0,0,0,0,0,1
1401,10311,0,1,0,0,0,0,0,2
1402,5117,0,1,0,2,0,2,0,1
1403,4867,0,1,0,0,0,0,0,0
1404,9289,0,0,0,0,0,0,0,0
1405,8524,0,1,0,0,0,0,0,0
1406,4470,0,0,0,0,0,0,0,0
1407,8619,0,0,0,0,0,0,0,0
1408,10949,0,1,2,1,2,2,1,1
1409,6815,0,1,1,0,0,1,2,1
1410,4023,0,1,0,0,0,0,0,0
1411,6679,0,0,0,0,0,0,0,0
1412,9923,0,0,0,0,0,0,0,0
1413,3657,0,1,0,0,0,0,0,0
1414,3262,0,2,2,2,1,0,1,0
1415,7042,0,0,0,0,0,0,0,0
1416,255,0,0,0,0,0,0,0,0
1417,7861,0,1,2,1,1,1,0,0
1418,4198,0,0,0,0,0,0,0,0
1419,153,0,0,0,0,0,0,0,0
1420,9323,0,2,1,0,1,0,1,0
1421,3799,0,2,1,1,1,1,0,2
1422,3491,0,2,1,1,1,1,2,2
1423,9119,0,0,0,0,0,0,0,0
1424,5872,0,1,0,1,1,1,0,0
1425,5628,0,2,2,2,1,2,1,1
1426,8416,0,0,0,0,0,0,0,0
1427,2079,0,1,1,0,2,1,1,0
1428,626,0,0,0,0,0,0,0,0
1429,1071,0,2,1,1,0,1,1,2
1430,10061,0,2,2,0,0,0,0,2
1431,10643,0,1,0,1,1,1,1,0
1432,10281,0,1,0,1,1,0,1,1
1433,6497,0,1,1,0,0,0,0,1
1434,1052,0,2,1,1,0,1,1,0
1435,6343,0,1,2,1,1,1,1,0
1436,6507,0,0,0,0,0,0,0,0
1437,4865,0,2,0,0,0,0,0,0
1438,3107,0,0,0,0,0,0,0,0
1439,1146,0,2,1,0,1,0,1,0
1440,975,0,1,0,0,0,0,0,0
1441,1241,0,0,0,0,0,0,0,0
1442,1407,0,0,0,0,0,0,0,0
1443,6183,0,0,0,0,0,0,0,0
1444,340,0,1,0,1,0,0,0,1
1445,5991,0,1,0,0,0,0,0,0
1446,1008,0,2,2,0,0,0,0,1
1447,87,0,0,0,0,0,0,0,0
1448,8832,0,0,0,0,0,0,0,0
1449,7532,0,1,0,0,0,0,0,0
1450,1631,0,2,2,1,1,0,0,0
1451,10127,0,1,1,0,0,0,0,0
1452,271,0,1,0,0,0,0,0,0
1453,2715,0,1,0,0,0,0,0,1
1454,10432,0,0,0,0,0,0,0,0
1455,9727,0,0,0,0,0,0,0,0
1456,9790,0,1,2,1,0,1,1,1
1457,1818,0,0,0,0,0,0,0,0
1458,7873,0,1,0,0,0,0,0,0
1459,10609,0,0,0,0,0,0,0,0
1460,6950,0,0,0,0,0,0,0,0
1461,7233,0,1,1,1,2,2,1,2
1462,7699,0,1,0,0,0,0,0,0
1463,2711,0,0,0,0,0,0,0,0
1464,8933,0,0,0,0,0,0,0,0
1465,1515,0,0,0,0,0,0,0,0
1466,977,0,1,0,0,0,1,0,0
1467,7600,0,0,0,0,0,0,0,0
1468,2429,0,1,1,1,1,2,2,2
1469,9362,0,1,1,0,0,0,0,0
1470,6721,0,1,1,0,1,1,1,2
1471,2829,0,2,1,0,0,0,0,0
1472,1772,0,1,2,1,1,2,1,2
1473,492,0,2,1,0,0,0,0,0
1474,4377,0,1,0,0,0,0,0,2
1475,11187,0,0,0,0,0,0,0,0
1476,8207,0,0,0,0,0,0,0,0
1477,9723,0,2,1,2,1,1,0,1
1478,2666,0,1,1,1,0,2,0,0
1479,7990,0,0,0,0,0,0,0,0
1480,1839,0,0,0,0,0,0,0,0
1481,2632,0,1,1,0,0,0,0,2
1482,10968,0,2,0,0,1,1,0,0
1483,11133,0,2,1,0,0,0,0,0
1484,1876,0,0,0,0,0,0,0,0
1485,1092,0,2,0,2,1,2,1,0
1486,6168,0,0,0,0,0,0,0,0
1487,607,0,2,1,0,0,0,0,0
1488,6983,0,0,0,0,0,0,0,0
1489,9303,0,0,0,0,0,0,0,0
1490,7366,0,1,1,0,2,1,0,1
1491,10659,0,1,0,0,0,0,0,0
1492,4286,0,1,1,0,0,0,0,0
1493,10084,0,0,0,0,0,0,0,0
1494,8235,0,1,1,0,1,1,0,1
1495,5324,2,1,0,1,0,1,0,0
1496,5899,2,1,0,0,0,0,0,0
1497,2125,2,1,0,1,1,2,2,0
1498,6565,2,2,2,1,1,0,0,2
1499,2278,2,0,0,0,0,0,0,0
1500,1409,2,2,0,0,0,0,0,1
1501,7892,2,0,0,0,0,0,0,0
1502,1966,2,2,1,2,2,0,1,0
1503,10755,2,0,0,0,0,0,0,0
1504,8595,2,0,0,0,0,0,0,0
1505,503,2,0,0,0,0,0,0,0
1506,1371,2,0,0,2,1,2,0,2
1507,7286,2,0,0,0,0,0,0,0
1508,8082,2,0,0,0,0,0,0,0
1509,1357,2,1,2,1,1,1,0,1
1510,8132,2,2,1,0,0,0,0,0
1511,5846,2,0,0,0,0,0,0,0
1512,3332,2,1,0,0,0,0,0,0
1513,5346,2,0,0,0,0,0,0,0
1514,5268,2,0,0,0,0,0,0,0
1515,8504,2,1,1,1,2,1,2,2
1516,771,2,0,0,0,0,0,0,0
1517,11178,2,0,0,0,0,0,0,0
1518,2230,2,0,0,0,0,0,0,0
1519,7247,2,2,1,0,0,0,0,1
1520,9370,2,1,1,1,1,1,1,1
1521,8373,2,0,0,0,0,0,0,0
1522,999,2,2,1,1,0,0,0,0
1523,367,2,2,0,1,0,1,2,1
1524,5234,2,0,0,0,0,0,0,0
1525,7386,2,0,0,0,0,0,0,0
1526,7215,2,2,1,0,0,0,1,2
1527,1491,2,0,0,1,0,0,0,2
1528,11051,2,2,1,0,0,0,0,0
1529,1461,2,0,0,0,0,0,0,0
1530,8690,2,1,1,0,2,0,1,1
1531,5885,2,1,0,0,0,0,0,0
1532,7987,2,1,1,0,0,0,0,0
1533,8182,2,1,0,0,0,0,0,0
1534,8475,2,2,0,0,2,0,0,0
1535,4370,2,0,0,0,0,0,0,0
1536,3152,2,0,0,0,0,0,0,0
1537,6460,2,0,0,0,0,0,0,0
1538,641,2,0,0,0,0,0,0,0
1539,10314,2,2,2,1,0,1,1,1
1540,10854,2,0,0,0,0,0,0,0
1541,10492,2,0,0,0,0,0,0,0
1542,7698,2,0,0,0,0,0,0,0
1543,3559,2,0,0,0,0,0,0,0
1544,2563,2,0,0,0,0,0,0,0
1545,5602,2,2,1,0,1,2,2,1
1546,1324,2,0,0,0,0,0,0,0
1547,6999,2,1,1,0,0,0,0,0
1548,9938,2,1,1,0,2,0,2,1
1549,3182,2,1,0,0,0,0,0,1
1550,1030,2,0,0,0,0,0,0,0
1551,5176,2,0,0,0,0,0,0,0
1552,868,2,0,0,0,0,0,0,0
1553,6927,2,2,0,0,0,0,0,0
1554,1584,2,2,0,0,0,0,0,1
1555,6274,2,2,2,0,1,0,1,0
1556,1755,2,0,0,0,0,0,0,0
1557,7375,2,1,1,0,0,0,0,2
1558,460,2,1,2,1,2,1,1,0
1559,3233,2,2,1,0,1,0,0,0
1560,313,2,1,2,1,2,2,2,0
1561,9940,2,1,1,2,1,1,2,0
1562,10735,2,0,0,0,0,0,0,0
1563,9265,2,1,2,1,0,2,0,1
1564,8867,2,1,2,2,2,2,1,2
1565,2227,2,0,0,1,0,0,0,0
1566,10992,2,2,1,0,1,1,1,0
1567,3406,2,1,0,1,0,0,0,0
1568,2661,2,0,0,0,0,0,0,0
1569,4200,2,1,0,0,0,0,0,0
1570,9703,2,1,0,0,0,0,0,1
1571,2304,2,2,1,0,0,0,0,0
1572,10144,2,1,1,0,0,0,0,2
1573,1672,2,0,0,0,0,0,0,1
1574,9974,2,0,0,0,0,0,0,0
1575,8148,2,2,1,0,1,1,2,2
1576,7254,2,0,0,0,0,0,0,0
1577,4927,2,1,0,0,0,0,0,0
1578,10812,2,0,0,0,0,0,0,0
1579,9491,2,0,0,0,0,0,0,0
1580,6963,2,1,1,0,1,0,1,0
1581,4440,2,1,1,0,0,0,0,0
1582,10032,2,0,0,0,0,0,0,0
1583,231,2,0,0,0,0,0,0,0
1584,520,2,0,0,0,0,0,0,0
1585,2607,2,2,1,0,0,0,0,0
1586,2861,2,0,0,0,0,0,0,0
1587,10675,2,1,2,0,1,0,0,0
1588,10172,2,1,1,0,2,1,2,0
1589,6245,2,1,1,0,0,0,0,0
1590,11030,2,0,0,0,0,0,0,0
1591,2579,2,2,1,1,1,0,0,0
1592,175,2,1,1,1,1,1,2,1
1593,7274,2,1,2,2,2,2,2,1
1594,5837,2,2,0,0,0,0,0,1
1595,4432,2,0,0,0,0,0,0,0
1596,10313,2,1,0,0,0,0,0,0
1597,10703,2,1,0,0,0,0,0,0
1598,1517,2,0,0,0,0,0,0,0
1599,9543,2,0,0,0,0,0,0,0
1600,3310,2,1,0,0,0,0,0,0
1601,6202,2,2,1,1,0,0,1,2
1602,455,2,0,0,0,0,0,0,0
1603,7683,2,1,1,1,0,0,0,1
1604,798,2,0,0,0,0,0,0,0
1605,8213,2,1,0,0,0,0,1,0
1606,2488,2,0,0,0,0,0,0,0
1607,7617,2,1,0,0,0,0,0,0
1608,7301,2,0,0,0,0,0,0,0
1609,7422,2,1,0,1,0,1,1,0
1610,3523,2,1,1,1,1,0,0,1
1611,7106,2,1,1,0,2,2,0,0
1612,6528,2,0,0,0,0,0,0,0
1613,6932,2,1,2,1,2,1,0,0
1614,238,2,2,1,1,0,2,1,1
1615,5455,2,0,0,0,0,0,0,0
1616,456,2,0,0,0,0,0,0,0
1617,7495,2,0,0,0,0,0,0,0
1618,2106,2,0,0,0,0,0,0,0
1619,10364,2,0,0,0,0,0,0,0
1620,5954,2,1,0,0,0,0,0,0
1621,1137,2,1,1,2,2,1,2,0
1622,1142,2,1,0,0,0,0,1,0
1623,2276,2,2,1,0,1,0,0,0
1624,6131,2,1,0,1,0,1,0,0
1625,4148,2,2,0,0,0,0,0,0
1626,3225,2,1,0,0,0,0,0,0
1627,10648,2,1,1,2,1,2,1,0
1628,2416,2,1,2,0,1,0,1,0
1629,9697,2,1,1,1,0,0,0,0
1630,3916,2,2,1,0,0,0,0,1
1631,564,2,2,2,0,0,0,0,0
1632,6619,2,0,0,0,0,0,0,0
1633,916,2,0,0,0,0,0,0,0
1634,8970,2,1,1,0,0,0,0,1
1635,9286,2,1,1,0,0,1,1,0
1636,5562,2,2,1,0,0,0,0,1
1637,3921,2,1,0,0,0,0,0,0
1638,22,2,1,0,0,0,0,0,0
1639,10965,2,2,2,0,1,2,1,0
1640,9426,2,1,1,0,0,0,0,2
1641,6605,2,2,1,0,0,0,0,0
1642,3136,2,2,1,0,1,0,0,0
1643,11088,2,1,2,0,1,1,1,0
1644,9135,2,0,0,0,0,0,0,0
1645,10584,2,2,0,2,1,1,1,0
1646,6071,2,1,1,1,1,2,1,1
1647,3386,2,0,0,0,0,0,0,0
1648,9925,2,1,0,0,0,0,0,0
1649,5389,2,1,0,0,0,0,0,0
1650,6036,2,1,2,1,1,1,2,1
1651,10203,2,0,0,0,0,0,0,0
1652,3696,2,0,0,0,0,0,0,0
1653,2532,2,1,2,1,1,1,0,2
1654,4943,2,1,2,1,1,0,0,1
1655,2258,2,0,0,0,0,0,0,0
1656,713,2,1,0,0,0,1,0,0
1657,3281,2,1,0,0,0,0,0,1
1658,702,2,1,0,1,0,1,1,1
1659,10741,2,1,0,0,0,0,0,0
1660,304,2,0,0,0,0,0,0,0
1661,8541,2,0,0,0,0,0,0,0
1662,10955,2,0,1,1,2,1,2,0
1663,4368,2,0,0,0,0,0,0,0
1664,4279,2,0,0,0,0,0,0,0
1665,9240,2,1,1,0,0,0,0,0
1666,9460,2,0,0,0,0,0,0,0
1667,3179,2,1,0,2,2,1,2,0
1668,9120,2,2,2,0,0,1,1,0
1669,5253,2,1,0,0,0,0,0,0
1670,5314,2,2,0,0,0,0,0,1
1671,5057,2,1,0,1,0,1,1,0
1672,4179,2,0,0,0,0,0,0,0
1673,4501,2,1,1,2,2,2,2,2
1674,5252,2,0,0,0,0,0,0,0
1675,2453,2,2,1,0,0,0,0,1
1676,7972,2,1,1,1,1,1,1,1
1677,895,2,1,1,0,0,0,0,1
1678,1177,2,1,0,0,0,0,0,0
1679,7232,2,0,0,0,0,0,0,0
1680,988,2,1,1,0,2,2,0,0
1681,7930,2,1,0,0,0,0,0,0
1682,4587,2,0,0,0,0,0,0,0
1683,10299,2,2,1,1,1,1,1,0
1684,3083,2,1,0,0,0,0,0,0
1685,8953,2,0,0,0,0,0,0,0
1686,6941,2,0,0,0,0,0,0,0
1687,3641,2,0,0,0,0,0,0,0
1688,3469,2,1,0,0,0,0,0,0
1689,5063,2,1,0,0,0,0,0,0
1690,6945,2,2,1,0,2,0,1,2
1691,3856,2,2,1,1,0,0,1,2
1692,1173,2,0,2,2,2,0,1,2
1693,4725,2,0,0,0,0,0,0,0
1694,5555,2,0,0,0,0,0,0,0
1695,2564,2,0,0,0,0,0,0,0
1696,946,2,0,0,1,0,0,0,0
1697,6940,2,1,0,0,0,0,0,1
1698,55,2,2,1,0,0,0,0,0
1699,7093,2,0,0,0,0,0,0,0
1700,5084,2,2,1,1,1,1,1,2
1701,8162,2,0,0,0,0,0,0,0
1702,10826,2,0,0,0,0,0,0,0
1703,7426,2,0,0,0,0,0,0,0
1704,9153,2,2,1,1,1,1,1,0
1705,10379,2,2,1,0,0,0,0,1
1706,9937,2,1,0,1,0,0,1,1
1707,4910,2,2,2,2,1,2,2,1
1708,10120,2,0,0,0,0,0,0,0
1709,6327,2,1,1,1,1,0,0,1
1710,10142,2,1,1,0,0,1,1,1
1711,9826,2,1,2,2,2,2,2,0
1712,7230,2,2,1,0,0,0,0,0
1713,143,2,0,1,0,1,1,1,1
1714,450,2,0,0,0,0,0,0,1
1715,9239,2,0,0,0,0,0,0,0
1716,9977,2,1,1,0,1,0,0,0
1717,6988,2,1,1,1,1,1,2,1
1718,6991,2,2,1,0,0,0,0,0
1719,3336,2,1,1,0,0,0,0,2
1720,6969,2,1,0,0,0,0,0,0
1721,10159,2,2,1,1,1,0,2,2
1722,4990,2,2,1,0,0,0,0,2
1723,10936,2,1,1,2,2,2,2,2
1724,7212,2,0,0,0,0,0,0,0
1725,5956,2,1,0,0,0,0,0,0
1726,7072,2,1,1,1,1,2,2,2
1727,5237,2,0,0,0,0,0,0,0
1728,7761,2,0,0,0,0,0,0,0
1729,5278,2,1,1,0,1,2,0,0
1730,6974,2,1,1,1,2,1,1,1
1731,7938,2,1,1,0,0,0,0,0
1732,7094,2,2,1,1,1,1,1,2
1733,6488,2,0,0,0,0,0,0,0
1734,4508,2,1,0,1,1,1,0,2
1735,221,2,1,0,0,0,0,0,1
1736,20,2,0,0,0,0,0,0,1
1737,4303,2,1,0,0,0,0,0,0
1738,6825,2,0,0,0,0,0,0,0
1739,4964,2,1,1,0,1,1,0,0
1740,2461,2,0,0,0,0,0,0,0
1741,3194,2,1,1,0,2,1,2,0
1742,1135,2,1,0,0,0,0,0,0
1743,4442,2,0,0,0,0,0,0,1
1744,6722,2,2,1,0,0,1,0,0
1745,310,2,1,1,0,0,0,0,0
1746,8629,2,0,0,0,0,0,0,0
1747,3483,2,2,2,1,1,2,1,0
1748,7326,2,0,0,0,0,0,0,0
1749,2350,2,2,1,1,0,0,0,2
1750,3732,2,2,1,0,1,1,1,1
1751,6303,2,1,1,1,2,1,2,0
1752,2986,2,0,0,0,0,0,0,0
1753,7462,2,2,0,0,1,1,2,1
1754,3855,2,0,0,0,0,0,0,0
1755,9499,2,1,2,0,1,0,0,0
1756,6768,2,0,0,0,0,0,0,0
1757,2150,2,1,2,0,1,1,1,1
1758,8560,2,1,1,0,0,0,0,2
1759,10402,2,0,0,0,0,0,0,0
1760,5687,2,2,1,1,2,0,0,2
1761,11121,2,1,0,0,0,0,0,0
1762,2895,2,0,0,0,0,0,0,0
1763,10262,2,0,0,0,0,0,0,0
1764,4297,2,0,0,0,0,0,0,0
1765,9553,2,0,0,0,0,0,0,0
1766,4271,2,1,0,1,0,1,1,1
1767,4259,2,0,0,0,0,0,0,0
1768,2447,2,0,0,0,0,0,0,0
1769,4789,2,1,2,0,1,2,2,0
1770,3270,2,1,0,0,0,0,0,0
1771,8916,2,0,0,0,0,0,0,0
1772,8017,2,0,0,0,0,0,0,0
1773,5830,2,1,2,2,2,2,2,0
1774,4597,2,1,2,1,2,2,1,2
1775,7023,2,1,0,0,0,0,0,0
1776,1928,2,0,0,0,0,0,0,0
1777,10925,2,1,0,0,1,0,1,2
1778,9224,2,2,2,0,0,0,0,2
1779,5046,2,2,2,2,1,2,2,1
1780,6445,2,1,0,2,1,0,1,0
1781,11074,2,1,1,1,1,2,0,2
1782,6534,2,0,0,0,0,0,0,0
1783,7053,2,1,1,0,2,1,0,0
1784,10505,2,0,2,0,0,1,0,0
1785,4637,2,2,2,1,1,2,0,0
1786,4483,2,1,1,0,1,2,0,2
1787,4487,2,0,0,0,0,0,0,0
1788,8931,2,2,2,2,1,2,2,0
1789,5871,2,1,0,0,1,0,0,1
1790,2008,2,1,1,0,1,2,0,1
1791,538,2,0,0,0,0,0,0,0
1792,5692,2,0,0,0,0,0,0,0
1793,4843,2,1,0,1,1,1,0,2
1794,6383,2,0,0,0,0,0,0,0
1795,6810,2,0,0,2,2,1,1,1
1796,8700,2,0,0,0,0,0,0,0
1797,8405,2,0,0,0,0,0,0,0
1798,6515,2,0,0,0,0,0,0,0
1799,7574,2,0,0,0,0,0,0,0
1800,8146,2,0,0,0,0,0,0,0
1801,5748,2,1,0,0,0,0,2,2
1802,2134,2,2,0,0,1,1,1,1
1803,3635,2,1,1,0,0,0,0,0
1804,2456,2,1,0,0,0,0,0,0
1805,7801,2,1,0,2,1,0,1,2
1806,9209,2,1,2,2,1,1,1,0
1807,5407,2,2,2,0,0,0,0,2
1808,6634,2,0,0,0,0,0,0,0
1809,7646,2,2,0,1,1,2,1,1
1810,11188,2,0,0,0,0,0,0,0
1811,8952,2,1,1,1,1,0,1,1
1812,8562,2,0,0,0,0,0,0,0
1813,5287,2,0,0,0,0,0,0,0
1814,2445,2,0,0,0,0,0,0,0
1815,6059,2,2,2,1,0,0,0,1
1816,4240,2,0,0,0,0,0,0,0
1817,3628,2,0,0,0,0,0,0,0
1818,5263,2,0,0,0,0,0,0,0
1819,1020,2,1,1,1,2,1,2,2
1820,5863,2,1,1,0,0,0,0,1
1821,3717,2,1,1,0,0,0,0,2
1822,6730,2,0,0,0,0,0,0,0
1823,4998,2,0,1,0,1,1,0,2
1824,4754,2,0,0,0,0,0,0,0
1825,8870,2,1,0,0,0,0,1,2
1826,966,2,2,1,0,0,0,0,0
1827,4475,2,2,2,0,2,2,0,2
1828,7290,2,1,1,1,2,0,0,0
1829,3846,2,1,0,0,0,0,0,0
1830,4507,2,1,1,0,1,0,0,1
1831,11013,2,1,1,0,1,2,1,1
1832,4817,2,0,0,0,0,0,0,0
1833,2875,2,1,1,1,1,0,0,0
1834,10536,2,0,0,0,0,0,0,0
1835,3807,2,2,1,0,0,0,0,1
1836,9197,2,0,0,0,0,0,0,0
1837,3535,2,0,0,2,1,1,1,1
1838,9523,2,0,0,0,0,0,0,0
1839,1509,2,2,0,0,0,1,1,1
1840,5577,2,0,0,0,0,0,0,0
1841,1833,2,0,0,0,0,0,0,0
1842,10245,2,0,0,1,1,1,1,0
1843,5538,2,1,2,2,1,2,2,0
1844,1545,2,2,0,0,1,0,0,1
1845,146,2,1,2,1,1,0,1,0
1846,246,2,1,0,0,0,0,0,0
1847,375,2,0,1,1,1,1,0,0
1848,10022,2,0,0,0,0,0,0,0
1849,11010,2,0,0,0,0,0,0,0
1850,4356,2,1,2,0,0,0,0,2
1851,2320,2,2,1,0,0,0,0,0
1852,675,2,1,0,0,0,0,0,1
1853,6749,2,1,2,1,1,1,1,1
1854,1010,2,0,0,0,0,0,0,0
1855,3412,2,1,2,0,0,0,0,1
1856,606,2,0,0,0,0,0,0,0
1857,2975,2,2,1,1,2,2,0,1
1858,2894,2,1,2,2,2,0,0,0
1859,7613,2,1,0,0,0,0,0,0
1860,8015,2,1,1,1,1,1,0,0
1861,11166,2,1,0,0,0,0,0,0
1862,4066,2,0,0,0,0,0,0,0
1863,8414,2,0,0,0,0,0,0,0
1864,819,2,2,1,2,1,1,1,2
1865,7755,2,1,1,0,0,0,0,0
1866,8310,2,2,2,2,1,1,2,0
1867,213,2,0,0,0,0,0,0,0
1868,4252,2,0,0,0,0,0,0,0
1869,6218,2,1,1,0,0,0,0,0
1870,2410,2,0,1,1,1,2,1,1
1871,193,2,0,0,0,0,0,0,0
1872,3363,2,0,0,0,0,0,0,0
1873,1604,2,1,0,0,0,0,0,0
1874,2918,2,0,0,0,0,0,0,0
1875,8387,2,0,0,0,0,0,0,0
1876,3839,2,0,0,0,0,0,0,0
1877,2292,2,0,0,0,0,0,0,0
1878,10466,2,0,0,0,0,0,0,0
1879,8732,2,2,2,0,0,0,0,0
1880,3515,2,0,0,0,0,0,0,0
1881,2246,2,0,0,0,0,0,0,1
1882,5545,2,0,1,0,1,0,1,1
1883,1118,2,2,1,0,0,0,0,0
1884,7789,2,2,1,2,2,0,1,0
1885,5644,2,1,1,0,0,0,0,0
1886,697,2,1,2,1,2,0,0,1
1887,1627,2,1,1,1,0,1,2,0
1888,2740,2,0,0,0,0,0,0,0
1889,257,2,1,2,0,0,1,0,0
1890,4058,2,2,1,0,0,0,0,0
1891,7325,2,0,0,0,0,0,0,0
1892,1502,2,0,0,0,0,0,0,0
1893,4174,2,0,0,0,0,0,0,0
1894,9757,2,1,2,0,1,1,0,1
1895,1921,2,0,0,0,0,0,0,0
1896,4138,2,1,1,2,0,1,2,1
1897,1291,2,1,0,0,0,0,0,0
1898,803,2,0,0,0,0,0,0,0
1899,5153,2,2,2,1,1,1,1,0
1900,961,2,1,0,0,1,0,2,1
1901,6653,2,1,1,0,0,0,0,0
1902,2147,2,1,2,1,2,2,2,1
1903,3979,2,1,2,0,2,0,1,1
1904,6049,2,2,2,1,1,1,1,0
1905,3910,2,1,2,2,1,2,2,0
1906,11114,2,0,0,0,0,0,0,0
1907,9400,2,1,1,0,2,0,0,1
1908,7527,2,0,0,0,0,0,0,0
1909,10637,2,0,0,0,0,0,0,0
1910,2931,2,1,2,0,0,1,1,2
1911,9516,2,2,1,1,1,1,1,1
1912,5043,2,1,0,0,0,2,1,2
1913,339,2,1,1,0,0,0,0,0
1914,2516,2,0,0,0,0,0,0,0
1915,9010,2,1,2,2,2,2,1,2
1916,378,2,2,1,2,0,1,1,1
1917,5068,2,0,0,0,0,0,0,0
1918,7128,2,0,0,0,0,0,0,0
1919,1663,2,0,0,0,0,0,0,0
1920,1878,2,0,0,0,0,0,0,0
1921,6055,2,1,1,1,1,1,2,1
1922,3972,2,2,0,0,0,0,0,1
1923,8427,2,2,1,0,2,2,0,0
1924,10260,2,1,0,0,0,0,0,0
1925,8789,2,1,0,1,0,0,1,0
1926,4554,2,1,0,1,0,1,0,1
1927,8749,2,0,0,0,0,0,0,0
1928,7937,2,0,0,0,0,0,0,0
1929,4832,2,0,0,0,0,0,0,0
1930,9386,2,1,1,0,0,0,0,0
1931,1745,2,1,1,1,1,1,0,0
1932,10590,2,1,2,1,2,0,0,0
1933,7912,2,0,0,0,0,0,0,0
1934,7712,2,1,0,0,1,1,1,0
1935,1065,2,1,1,2,2,2,1,0
1936,2674,2,1,1,0,1,2,2,1
1937,3231,2,0,0,0,0,0,0,0
1938,5948,2,0,0,0,0,0,0,0
1939,9140,2,0,0,0,0,0,0,0
1940,10258,2,0,0,0,0,0,0,0
1941,5675,2,2,1,0,0,0,0,0
1942,4743,2,2,1,0,0,0,0,1
1943,7514,2,1,0,0,0,0,0,0
1944,8663,2,0,0,0,0,0,0,0
1945,4094,2,1,0,0,0,0,0,0
1946,5491,2,1,0,0,0,0,0,0
