,ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Duration_Customer,Frequency,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount,Web,Catalog,Store,Web_visit,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Complain,Response,Income_Class,Age_Class
1129,4756,71,2,0,63998.0,0,0,3388,29,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,2,3
1130,3412,72,2,1,67381.0,0,1,3727,24,67,815,8,53,11,0,70,4,2,2,9,7,0,0,0,1,0,0,0,2,3
1131,606,56,1,0,25930.0,1,1,3459,11,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,0,2
1132,5961,45,1,1,42693.0,1,0,3219,10,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,1,1
1133,2975,47,1,1,85606.0,0,1,3791,27,89,717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,0,0,0,3,1
1134,2894,38,1,0,72903.0,0,0,3440,25,74,1067,138,750,0,19,39,1,7,5,8,4,1,0,0,1,1,0,1,3,0
1135,7613,49,2,1,49669.0,1,0,3233,20,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,1,1
1136,10542,55,3,1,36778.0,1,1,3890,18,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,1,2
1137,8015,61,3,0,85696.0,0,0,3619,21,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,3,2
1138,10617,34,2,0,10979.0,0,0,3235,13,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,0,0
1139,11166,62,1,1,49678.0,0,1,3709,21,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,1,2
1140,849,70,2,1,56129.0,0,1,3571,26,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,2,3
1141,523,34,1,1,37155.0,1,0,3711,12,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,1,0
1142,4066,45,2,0,21282.0,1,0,3246,13,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,0,1
1143,8414,61,3,0,33419.0,0,1,3513,15,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,0,2
1144,819,78,1,0,63285.0,0,0,3433,28,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,2,3
1145,4961,49,2,1,21255.0,1,0,3356,15,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,0,1
1146,749,42,1,1,42162.0,1,0,3419,15,31,46,7,59,2,4,27,2,3,1,3,6,0,0,1,0,0,0,1,1,1
1147,5430,67,1,1,54450.0,1,1,3850,39,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,3
1148,7755,69,3,1,57744.0,0,1,3426,24,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,2,3
1149,10525,37,1,0,26576.0,1,0,3821,13,40,10,0,8,0,0,9,1,1,0,2,9,0,0,1,0,0,0,1,0,0
1150,1453,80,3,0,57513.0,0,0,3555,33,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,2,3
1151,8310,59,1,1,68142.0,0,1,3866,30,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,2,2
1152,10710,44,1,1,7500.0,0,1,3866,12,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,0,1
1153,5031,49,1,1,83145.0,0,0,3842,28,14,777,35,731,39,137,114,1,5,9,11,2,0,0,0,0,1,0,1,3,1
1154,2613,63,2,1,54197.0,0,1,3284,13,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,2,2
1155,213,60,3,0,23091.0,1,1,3229,17,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,0,2
1156,967,47,1,1,46049.0,1,1,3540,33,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,1,1
1157,1077,49,1,1,56715.0,0,0,3768,19,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,2,1
1158,7959,62,1,1,79410.0,0,0,3228,12,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,3,2
1159,640,72,1,1,57304.0,0,1,3672,30,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,2,3
1160,4252,58,1,1,44375.0,0,1,3295,17,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,1,2
1161,8432,67,1,1,54450.0,1,1,3850,39,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,3
1162,6218,58,1,1,59594.0,0,1,3814,24,74,457,4,29,0,0,9,1,8,1,7,7,0,0,0,1,0,0,0,2,2
1163,6905,29,1,1,80685.0,0,0,3873,23,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,3,0
1164,5922,49,3,1,40344.0,0,1,3456,19,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,1,1
1165,3598,51,1,1,62710.0,0,1,3599,26,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,2,2
1166,6116,55,2,1,48985.0,0,1,3556,9,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,1,2
1167,6263,55,1,1,35322.0,1,2,3873,17,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,1,2
1168,10486,75,1,1,77142.0,0,0,3593,19,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,3,3
1169,2410,54,1,0,81657.0,0,0,3355,17,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,3,2
1170,193,27,0,1,14421.0,0,0,3329,9,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,0,0,0,0
1171,3363,49,2,1,20130.0,0,0,3301,13,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,0,1
1172,8278,33,3,1,74214.0,0,0,3869,21,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,3,0
1173,10660,66,2,1,66726.0,1,1,3365,24,61,349,7,35,0,0,47,3,8,2,4,7,0,0,0,1,0,0,0,2,3
1174,8686,44,0,1,23724.0,1,0,3734,15,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,0,1
1175,1604,63,2,1,47353.0,0,1,3425,18,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,1,2
1176,5907,71,2,1,33444.0,1,1,3800,12,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,0,3
1177,10669,42,1,1,54386.0,0,1,3605,20,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,2,1
1178,2918,42,1,0,28510.0,1,1,3639,14,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,0,1
1179,5735,32,2,0,90638.0,0,0,3333,19,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0,3,0
1180,359,73,1,1,48070.0,0,1,3729,26,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,1,3
1181,8387,66,1,1,43140.0,0,1,3737,17,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,1,3
1182,1829,62,3,0,54959.0,0,1,3723,28,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,0,1,2,2
1183,3839,65,0,0,15056.0,1,1,3619,17,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,0,2
1184,9392,52,1,0,26954.0,1,0,3249,11,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,2
1185,2292,38,1,0,22327.0,1,0,3528,10,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1186,10466,58,1,1,44393.0,1,1,3508,11,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,1,2
1187,9855,71,3,0,62000.0,0,1,3505,30,25,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,0,0,2,3
1188,4088,61,3,1,31497.0,0,1,3767,18,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,0,2
1189,5231,49,2,1,45894.0,0,2,3319,10,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,1,1
1190,590,53,2,0,78579.0,0,0,3751,19,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,3,2
1191,8732,54,2,0,67369.0,0,1,3786,29,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,1,1,0,1,2,2
1192,2315,63,1,0,58401.0,0,1,3267,10,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,2,2
1193,3515,71,1,0,62307.0,0,1,3329,14,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,2,3
1194,2245,54,2,1,43641.0,1,1,3630,16,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,1,2
1195,6283,55,2,0,63841.0,0,1,3631,28,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,2,2
1196,2246,58,2,1,46891.0,0,1,3498,12,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,2
1197,6606,54,2,1,70091.0,1,0,3652,27,11,964,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,0,0,3,2
1198,5545,51,3,1,78075.0,0,0,3282,15,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,3,2
1199,7342,62,2,0,59184.0,0,1,3855,32,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,2,2
1200,837,46,1,1,54809.0,1,1,3488,16,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,2,1
1201,9500,64,1,1,58113.0,0,1,3717,29,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,2,2
1202,3602,65,2,1,51412.0,0,1,3377,15,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,2,2
1203,234,44,1,0,15287.0,1,0,3824,13,60,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,0,1,0,1
1204,2995,66,2,1,66636.0,0,0,3513,18,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,2,3
1205,1118,67,2,1,50965.0,0,1,3691,30,87,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,0,0,1,3
1206,7789,58,3,1,84618.0,0,0,3416,28,96,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,1,0,0,3,2
1207,3068,33,1,1,18351.0,0,0,3440,13,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1208,8955,66,3,1,40451.0,0,2,3330,10,54,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0,0,1,3
1209,945,58,1,1,36317.0,0,1,3600,16,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,1,2
1210,5644,66,1,1,42213.0,0,1,3457,22,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,0,0,1,3
1211,7192,68,1,1,65748.0,0,1,3637,19,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,2,3
1212,2324,51,1,1,77044.0,0,1,3442,35,12,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,0,0,3,2
1213,697,54,1,1,74918.0,0,0,3671,24,78,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,1,0,0,3,2
1214,3439,51,1,1,56721.0,1,1,3803,21,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,2,2
1215,1506,48,1,0,42160.0,1,1,3563,17,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,1,1
1216,232,58,1,0,61559.0,0,1,3544,20,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,2,2
1217,8876,60,3,1,33629.0,1,1,3887,22,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,0,2
1218,4500,32,3,1,68682.0,0,0,3463,26,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,3,0
1219,9739,60,1,0,34377.0,0,1,3723,15,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,0,2
1220,10395,37,0,0,8940.0,1,0,3873,18,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,0,0
1221,1176,50,1,1,26228.0,1,0,3477,12,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,0,1
1222,1627,66,2,0,77297.0,0,0,3716,26,84,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,0,0,3,3
1223,938,42,1,1,40211.0,1,1,3531,15,30,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,0,0,1,1
1224,2740,65,3,0,33438.0,1,1,3477,16,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,0,2
1225,257,64,3,1,75032.0,0,1,3624,23,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,3,2
1226,4058,68,3,0,61284.0,0,0,3457,28,76,618,15,106,20,7,45,1,11,2,8,6,0,0,0,1,0,0,0,2,3
1227,7736,37,1,1,22518.0,1,0,3812,12,36,11,7,12,2,2,27,2,2,1,2,5,0,0,1,0,0,0,1,0,0
1228,8210,48,2,1,54730.0,0,1,3515,22,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,2,1
1229,833,68,2,1,38452.0,1,1,3288,16,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,1,3
1230,6230,52,1,0,44421.0,1,1,3696,22,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,1,2
1231,7325,37,3,1,38197.0,1,0,3562,10,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,1,0
1232,1307,45,1,0,41986.0,0,1,3337,14,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,1,1
1233,1502,40,1,1,28427.0,1,0,3662,15,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,0,0
1234,6211,47,3,1,37395.0,1,0,3255,11,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,1,1
1235,843,52,1,1,64722.0,1,0,3231,31,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,2,2
1236,4174,67,2,1,55249.0,0,1,3270,11,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,2,3
1237,9757,51,1,1,84906.0,0,0,3465,26,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0,0,3,2
1238,6918,34,1,1,28691.0,1,0,3557,13,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0,0
1239,286,71,1,0,44213.0,1,1,3409,18,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,1,3
1240,11086,39,0,0,25707.0,1,0,3359,12,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1241,1921,56,3,1,59062.0,2,1,3466,11,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,2,2
1242,4138,61,1,0,76624.0,0,1,3233,24,68,411,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,0,0,3,2
1243,7718,76,2,1,66000.0,0,0,3267,11,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,2,3
1244,1291,45,3,1,27683.0,1,0,3891,24,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,0,1
1245,6862,52,1,0,1730.0,0,0,3239,35,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,0,2
1246,4136,31,0,0,7500.0,1,0,3770,20,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,0,0
1247,803,55,1,1,40521.0,1,1,3647,9,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,1,2
1248,4298,50,3,1,20427.0,1,0,3294,12,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,1
1249,10833,48,1,1,65106.0,0,1,3233,33,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0,0,2,1
1250,9606,58,3,1,69969.0,0,0,3503,16,64,882,29,514,38,29,44,1,4,2,6,3,1,0,0,0,1,0,1,3,2
1251,8534,71,1,1,67433.0,0,2,3545,32,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0,0,2,3
1252,5153,56,3,1,77766.0,0,1,3689,40,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,0,1,3,2
1253,961,51,1,1,74716.0,0,1,3487,21,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,3,2
1254,5011,60,1,0,68118.0,0,1,3451,29,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,2,2
1255,6653,53,3,1,55158.0,1,1,3896,25,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,2,2
1256,9094,68,2,1,62972.0,0,1,3892,22,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,2,3
1257,810,48,1,1,74190.0,0,1,3245,21,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,3,1
1258,5493,47,1,1,39356.0,1,1,3299,10,21,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0,0,1,1
1259,2147,54,1,1,76653.0,0,0,3514,25,91,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,0,0,3,2
1260,5107,50,3,0,35860.0,1,1,3238,11,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0,1,1
1261,3979,40,3,0,90687.0,0,0,3600,19,98,982,17,672,23,34,51,1,6,2,8,2,0,0,0,0,1,0,1,3,0
1262,6049,41,2,1,73450.0,0,0,3403,30,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,1,0,0,0,0,3,1
1263,8147,63,1,1,31454.0,1,1,3555,16,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,0,2
1264,1857,71,1,0,47139.0,1,1,3312,14,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,1,3
1265,3910,48,1,0,83829.0,0,0,3461,18,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,0,1,3,1
1266,5207,60,3,1,53378.0,1,1,3840,37,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,2,2
1267,11114,53,1,1,19656.0,1,0,3703,16,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,0,2
1268,5429,75,3,1,45579.0,0,1,3510,16,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,1,3
1269,9400,65,2,0,85485.0,0,0,3205,21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,3,2
1270,1740,79,1,1,55956.0,0,0,3280,20,22,760,38,104,50,9,38,2,7,3,4,4,0,0,0,1,0,0,0,2,3
1271,7488,60,2,0,64191.0,0,1,3720,27,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,2,2
1272,195,51,1,0,38808.0,1,0,3869,22,21,125,17,52,3,19,30,4,5,1,4,8,0,0,1,0,0,0,1,1,2
1273,635,57,2,1,57183.0,1,1,3664,33,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,2,2
1274,7527,55,2,0,23748.0,1,0,3782,17,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,0,2
1275,10319,52,1,1,66303.0,0,1,3685,30,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,0,1,0,0,0,2,2
1276,2296,48,2,1,37368.0,1,0,3392,10,4,3,2,11,2,2,10,1,1,0,2,6,0,0,1,0,0,0,0,1,1
1277,10637,59,1,1,40800.0,1,2,3741,15,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,1,2
1278,2931,45,1,0,71847.0,0,0,3843,25,95,737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,0,0,0,3,1
1279,907,48,1,1,46149.0,0,1,3409,23,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,1,1
1280,3698,40,1,1,78687.0,0,0,3886,21,13,817,185,687,145,55,241,1,4,6,8,2,0,0,0,0,1,0,1,3,0
1281,9516,52,2,0,49118.0,0,0,3877,35,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,1,0,0,1,1,2
1282,679,66,3,1,37633.0,1,1,3844,15,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,1,3
1283,7384,72,2,1,39767.0,0,0,3540,25,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,1,3
1284,5043,72,0,1,26997.0,0,0,3798,20,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,0,3
1285,5267,53,1,0,33986.0,1,0,3669,12,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,0,2
1286,339,51,3,1,57091.0,0,1,3780,25,82,462,0,24,6,0,4,2,9,2,5,7,0,0,0,1,0,0,1,2,2
1287,2516,54,2,1,46831.0,1,1,3583,11,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,1,2
1288,9010,51,2,1,83151.0,0,0,3701,25,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,0,1,0,1,3,2
1289,378,52,1,1,52531.0,0,0,3743,27,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,2,2
1290,4808,67,1,1,15759.0,0,0,3494,11,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,3
1291,5068,52,1,0,22804.0,1,0,3530,14,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,0,2
1292,7628,50,2,1,43050.0,1,0,3300,13,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,1,1
1293,7128,46,3,0,42997.0,1,1,3401,11,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,1,1
1294,2811,60,3,0,48918.0,1,1,3275,11,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,1,2
1295,3551,69,2,1,60033.0,0,1,3289,12,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,2,3
1296,1663,45,3,1,34043.0,1,0,3444,14,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,0,1
1297,5543,57,1,1,57811.0,0,1,3567,30,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,0,0,2,2
1298,1577,77,1,1,78569.0,0,0,3327,16,14,558,79,622,207,175,95,1,4,6,4,1,0,0,0,0,1,0,1,3,3
1299,10641,45,1,0,7500.0,1,1,3746,16,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,0,1
1300,5336,52,2,1,157733.0,1,0,3587,3,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,3,2
1301,6024,70,1,1,94384.0,0,0,3679,20,62,1111,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,0,1,3,3
1302,1878,38,2,1,23148.0,0,0,3328,13,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1303,3099,53,1,0,44267.0,1,1,3686,25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,1,2
1304,6055,44,1,1,71626.0,0,0,3802,22,94,546,72,376,94,145,72,1,5,5,8,3,0,0,0,1,0,0,0,3,1
1305,5841,57,1,1,60894.0,0,1,3563,33,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,2,2
1306,3972,47,1,1,50200.0,1,1,3649,27,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,1,1
1307,4394,58,3,1,81051.0,0,0,3234,25,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,0,1,1,0,0,3,2
1308,5758,41,1,1,65169.0,0,0,3363,34,23,1074,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,0,1,2,1
1309,6658,51,1,1,59868.0,0,1,3539,38,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,2,2
1310,4603,63,3,1,65695.0,0,1,3346,25,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,2,2
1311,8427,67,2,0,64857.0,0,0,3780,27,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,2,3
1312,10260,58,2,1,45143.0,0,1,3504,22,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,1,2
1313,7143,68,2,1,74805.0,0,1,3432,28,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,3,3
1314,8789,34,2,1,59060.0,1,0,3366,18,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,2,0
1315,6197,61,3,0,27238.0,1,1,3632,18,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,0,2
1316,4554,58,1,1,47009.0,0,1,3468,21,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,1,2
1317,4937,50,2,1,46094.0,1,1,3216,12,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,1,1
1318,1920,51,1,1,40321.0,1,1,3532,15,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,1,2
1319,8749,39,1,1,37235.0,1,0,3345,9,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,1,0
1320,1650,63,2,1,81843.0,0,0,3630,30,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,3,2
1321,10377,65,2,1,46692.0,0,1,3585,21,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,1,2
1322,9206,55,1,1,77382.0,0,1,3370,27,36,491,48,231,112,105,134,2,5,7,12,1,0,0,0,0,1,0,0,3,2
1323,10971,46,1,0,37774.0,2,0,3861,25,28,173,8,107,7,2,176,4,7,2,3,9,0,0,1,0,0,1,1,1,1
1324,6398,49,0,1,18393.0,1,0,3289,16,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,0,1
1325,9212,61,2,1,72828.0,0,1,3697,35,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,3,2
1326,7937,41,1,1,24711.0,0,0,3269,14,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,0,1
1327,839,48,3,1,45503.0,1,0,3474,14,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,1,1
1328,4246,41,2,0,6560.0,0,0,3396,19,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,0,1
1329,158,78,3,1,71604.0,0,0,3421,21,3,345,53,528,98,75,97,1,8,3,5,4,0,0,1,0,0,0,1,3,3
1330,4832,44,1,1,27244.0,1,0,3311,15,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,0,1
1331,5621,54,1,1,48752.0,1,1,3761,26,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,1,2
